ListID,Name,FullName,CompanyName,ContactName,Email,Phone,AltPhone,Fax,BillAddress,BillCity,BillState,BillZip,BillCountry,ShipAddress,ShipCity,ShipState,ShipZip,ShipCountry,CustomerType,Terms,SalesRep,Balance,TotalBalance,CreditLimit,AccountNumber,IsActive,Notes
8000022D-1675161948,Sri Lanka Telecom (Services) Ltd,Sri Lanka Telecom (Services) Ltd,Sri Lanka Telecom (Services) Ltd,,,,,,"Sri Lanka Telecom (Service) Ltd, No.148/15, ",VAT No.134004169-7000,,,,Sri Lanka Telecom (Service) Ltd,Colombo - 08.,,,,,,AD,245440.00,245440.00,0,,1,
800001AB-1636717777,ST Curtains,ST Curtains,ST Curtains,,,,,,"ST Curtains, 362, Main Street ,",,Main,,,,,,,,,,AD,0.00,0.00,0,,1,
800001A0-1635328795,Staff Darshana,Staff Darshana,,,,,,,Staff Darshana,,,,,,,,,,,,,0.00,0.00,0,,1,
800002AF-1726802230,Star Technology,Star Technology,,,,,,,"Star Technology, No: 565/A, Batuwaththa,",Ragama,,,,,,,,,,Cheque,AD,0.00,0.00,0,,1,
80000022-1617705671,STATEMAN HATS (Pvt) LTD.,STATEMAN HATS (Pvt) LTD.,STATEMAN HATS (Pvt) LTD.,MS. Nirmala,chrishanthi@statesmanlk.com,2932895,,2932894,"STATESMAN HATS (Pvt) LTD., 33, Palliyawatte Road, ",Vat No,,114261009-700,,,,,,,,,AS,0.00,0.00,0,,1,
8000019D-1634113995,Stax Inc,Stax Inc,,,,,,,Stax Inc,,,,,,,,,,,,AS,0.00,0.00,0,,1,
800001A5-1636351407,Stelacom (Pvt) Ltd,Stelacom (Pvt) Ltd,,,,,,,"Stelacom (Pvt) Ltd, , 410/118, Bauddhaloka Mw,",Colombo 07,,,,,,,,,,,AD,0.00,0.00,0,,1,
800001B0-1637900275,Studio Click,Studio Click,Studio Click,,,,,,"Studio Click, No 336 , Kaduwela Road,",Battaramulla.,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002F6-1750140180,Studio Creative Minds,Studio Creative Minds,,,,,,,"Studio Creative Minds, 13/A, Pathima MW, ",Makola,,,,,,,,,,,AD,0.00,0.00,0,,1,
800002D2-1737370081,Studio Dreambox,Studio Dreambox,,,,,,,"Studio Dreambox., Udugama Road, Makuluwa,",Galle,,,,,,,,,,,AD,47000.00,47000.00,0,,1,
80000330-1769764021,Studio Focus,Studio Focus,,,,,,,"Studio Focus, No.136, ",Colombo - 13,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000021-1617705671,Studio I Max,Studio I Max,,,,,,,"Studio I Max, No 94/1/49 , Weragoda Building",Gampaha,,,,,,,,,,Cheque,AD,0.00,0.00,0,,1,
80000020-1617705671,Studio Lakdam,Studio Lakdam,Studio Lakdam Pvt Ltd.,,,,,,"Studio Lakdam (Pvt) Ltd., 236 Galle Road,",Mount Lavinia.,,,,,,,,,,,AD,170000.00,170000.00,0,,1,
8000001F-1617705670,Studio Pro-Eye,Studio Pro-Eye,Studio Pro-Eye,,,,,,"Studio Pro-Eye, Karapitiya Road, ",Galle.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000001E-1617705670,Studio Siyakroo,Studio Siyakroo,,,,,,,"Studio Siyakroo, 159/3/B, ",Kelaniya,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000021E-1668673429,Studio U (Pvt) Ltd,Studio U (Pvt) Ltd,Studio U (Pvt) Ltd,,,,,,"Studio U (Pvt) Ltd, 238, ",Maharagama.,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000001D-1617705670,SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,SUDARSHANA SENADHEERA ARCHITECTS (PVT) LT,,,,,,"SUDARSHANA SENADHEERA ARCHITECTS, (PVT) LTD",VAT No.174898200-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000001C-1617705670,Sumathi Information Technology (Pvt) Ltd,Sumathi Information Technology (Pvt) Ltd,Sumathi Information Technology (Pvt) Ltd,,,,,,"Sumathi Information Technology (Pvt) Ltd, No 491, Galle Road",VAT No :,,114282332-700,,,,,,,,,A,0.00,0.00,0,,1,
8000001B-1617705670,Super Unique IT Solutions,Super Unique IT Solutions,Super Unique IT Solutions,,,,,,"Super Unique IT Solutions, 25/A Fernando Ave, ",Negombo,,11500,,,,,,,,,A,0.00,0.00,0,,1,
8000001A-1617705670,Supervision Technology (Pvt) Ltd,Supervision Technology (Pvt) Ltd,Supervision Technology (Pvt) Ltd,,,,,,"Supervision Technology (Pvt) Ltd, No 6/5 A, Darshana Place, ",VAT No.103461430-7000,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000019-1617705670,SupremeSAT (PVT) LTD,SupremeSAT (PVT) LTD,SupremeSAT (PVT) LTD,,,,,,"SupremeSAT (PVT) LTD, No 33, West Tower, ",Colombo 01,,,Sri Lanka,,,,,,,,AS,0.00,0.00,0,,1,
80000018-1617705670,Survey Department,Survey Department,Survey Department,,,,,,"Survey Department, , Senior Superintendent, ",VAT No. 409117066 -,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
8000015F-1621505860,Synergy Engineering (Pvt) ltd,Synergy Engineering (Pvt) ltd,Synergy Engineering (Pvt) ltd,,,,,,"Synergy Engineering (Pvt) ltd, 452/B, Susilarama Road,",Malabe,,,,,,,,,,,A,0.00,0.00,0,,1,
80000017-1617705669,Synergy Ventures,Synergy Ventures,Seynergy Ventures,,,,,,"Synergy Ventures, Dickmons Road,",Colombo 05.,,,,,,,,,,,AS,22850.00,22850.00,0,,1,
80000016-1617705669,Sysco Network Systems (Pvt) Ltd,Sysco Network Systems (Pvt) Ltd,Sysco Network Systems (Pvt) Ltd,,,,,,"Sysco Network Systems (Pvt) Ltd, No 73/48",Colombo 05,,,Sri Lanka,,,,,,,,AS,0.00,0.00,0,,1,
80000015-1617705669,T E C Data Solutions,T E C Data Solutions,,,,,,,"T E C Data Solutions, No 08, Bambalapitiya Drive",Colombo 04,,,,,,,,,,,,0.00,0.00,0,,1,
80000014-1617705669,T&D Associates,T&D Associates,,,,,,,"T & D Associates,  No 36 Lighthouse St, ",Galle,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000013-1617705669,Tajima Colombo (Pvt) Ltd,Tajima Colombo (Pvt) Ltd,Tajima Colombo (Pvt) Ltd,,,,,,"Tajima Colombo (Pvt) Ltd, No:28 , Galle Road, ",VAT No,,114073997-700,,,,,,,,,AD,0.00,0.00,0,,1,
80000012-1617705669,Tallees Advertising (Pvt) Ltd,Tallees Advertising (Pvt) Ltd,Tallees Advertising (Pvt) Ltd,,,,,,"Tallees Advertising (Pvt) Ltd, No. 272, High Level Road",,High,,,,,,,,,,AD,5000.00,5000.00,0,,1,
800002DE-1740631870,Tascon Technologies (Pvt) Ltd,Tascon Technologies (Pvt) Ltd,,,,,,,"Tascon Technologies (Pvt) Ltd, No.45, School Lane,",Nawala.,,,,Tascon Technologies (Pvt) Ltd,Nawala.,,,,,Cheque,A,0.00,0.00,0,,1,
800001C4-1640752035,Tea Tang (Pvt) Ltd,Tea Tang (Pvt) Ltd,Tea Tang (Pvt) Ltd,,,,,,"Tea Tang (Pvt) Ltd, No:235/4, Old Awissawella Road,",,Old,,,,,,,,,,AD,0.00,0.00,0,,1,
80000011-1617705669,Tech Crop Solutions (Pvt) Ltd,Tech Crop Solutions (Pvt) Ltd,Tech Crop Solutions (Pvt) Ltd,,,,,,"Tech Corp Solutions (Pvt) Ltd, 604, 4th Floor, Unity Plaza",VAT No. 101081060 -,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
80000010-1617705669,Tech Solution Network (pvt),Tech Solution Network (pvt),,,,,,,"Tech Solution Network (pvt) Ltd, 140 Abeyrathne Mawathe",Boralasgama,,,,,,,,,,,A,0.00,0.00,0,,1,
80000286-1713783056,TechBio Distribution Lanka (Pvt) Ltd,TechBio Distribution Lanka (Pvt) Ltd,,,,,,,"TechBio Distribution Lanka (Pvt) Ltd, No 31, Dr . E . A  Cooray Mawatha, ",VAT Reg No :,,103513480-700,,,,,,,,,A,0.00,0.00,0,,1,
8000023B-1682327074,TechCERT,TechCERT,,,,,,,"TechCert, 1st Floor, ",VAT No.100930544-7000,,,,,,,,,,,AS,79052.09,79052.09,0,,1,
800001D5-1643785081,Techno First (Pvt) Ltd,Techno First (Pvt) Ltd,Techno First (Pvt) Ltd,,,,,,"TIN No. 114753408, Techno First (Pvt) Ltd",Makola.,,,,Techno First (Pvt) Ltd,Makola.,,,,,Cheque,A,0.00,0.00,0,,1,
80000304-1755165670,Techno Mobile & CCTV,Techno Mobile & CCTV,,,,,,,"Techno Mobile & CCTV, 37 Inner Circular Rd,",Ratnapura 70000.,,,,,,,,,,,AR,23600.00,23600.00,0,,1,
8000000F-1617705668,Techtron Integrated Solutions (Pvt) Ltd,Techtron Integrated Solutions (Pvt) Ltd,,,,,,,"TIN No. 114418625, Techtron Integrated Solutions (Pvt) Ltd",Colombo 06,,,,,,,,,,Cheque,AS,172280.00,172280.00,0,,1,
800002FB-1751368640,Tekki (Pvt) Ltd,Tekki (Pvt) Ltd,,,,,,,"Tekki (Pvt) Ltd, No.9, 5, 1 Station Road,",,"5, 1",,,,,,,,,,AS,340000.00,340000.00,0,,1,
80000336-1774344168,Telasis Solutions (Pvt) Ltd,Telasis Solutions (Pvt) Ltd,,,,,,,"Telasis Solutions (Pvt) Ltd, No.42, Temple Lane, ",VAT No.,,114749680-700,,,,,,,,,A,0.00,0.00,0,,1,
8000000E-1617705668,Thakral One (Pvt) Ltd.,Thakral One (Pvt) Ltd.,Thakral One (Pvt) Ltd.,,,,,,"Thakral One (Pvt) Ltd, No.297, 1st Floor, ",Colombo 02,,,,,,,,,,,A,0.00,0.00,0,,1,
8000033C-1777521143,The Buddhist Media Network,The Buddhist Media Network,,,,,,,"The Buddhist Media Network, R.G Senanayaka Mawatha, ",VAT No.,,154027335-700,,,,,,,,,AD,0.00,0.00,0,,1,
8000021B-1666586406,The Central Hospital,The Central Hospital,,,,,,,"Central Hospital Pvt Ltd, 114 Norris Canal Rd,",Colombo - 10.,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000000D-1617705668,THE COMPUTER CENTER (PVT) LTD,THE COMPUTER CENTER (PVT) LTD,THE COMPUTER CENTER (PVT) LTD,,,,,,"THE COMPUTER CENTER (PVT) LTD, 1 E, De Fonseka Place, ",VAT No -,,114148440-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000251-1690947276,The Foto Cube,The Foto Cube,The Foto Cube,,,,,,"The Foto Cube, 30/40",Colombo - 07,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000023F-1683633600,THE MADHATTER (PVT) LTD,THE MADHATTER (PVT) LTD,,,,,,,"THE MADHATTER (PVT) LTD, No. 281, ",Uswetakeiyawa.,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000190-1631702171,Thilini Prasadika,Thilini Prasadika,,,,,,,"Thilini Prasadika, ADE Lanka Pvt Ltd",,,,,,,,,,,,AS,0.00,0.00,0,,1,
8000026F-1704367087,THIS IS YOUR IT (PVT) LTD,THIS IS YOUR IT (PVT) LTD,THIS IS YOUR IT (PVT) LTD,,,,,,"THIS IS YOUR IT (PVT) LTD, 200/3, Nelum Pedesa,","Kalapaluwava, Rajagiriya",,,,,,,,,,,A,0.00,0.00,0,,1,
800001EF-1653537937,Thread Works (Pvt) Ltd,Thread Works (Pvt) Ltd,Thread Works (Pvt) Ltd,,,,,,"Thread Works (Pvt) Ltd, No. 83/14, ",Moratuwa.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000309-1756093604,TIMEX GARMENTS (Pvt) LTD,TIMEX GARMENTS (Pvt) LTD,TIMEX GARMENTS (Pvt) LTD,,,,,,"TIMEX GARMENTS (Pvt) LTD, 455/1, Bauddhaloka Mawatha, ",VAT.No,,104059643-700,,,,,,,,,AS,0.00,0.00,0,,1,
80000223-1670299701,Tokyo Cement Company,Tokyo Cement Company,,,,,,,"Tokyo Cement Company (Lanka)PLC, 469 1/1, Galle Road, ",VAT No.124011477-7000,,,,,,,,,,,A,0.00,0.00,0,,1,
800001AD-1637568380,Touch Solution Systems (Private) Limited,Touch Solution Systems (Private) Limited,Touch Solution Systems (Private) Limited,,,,,,"Touch Solution Systems (Private) Limited, # 70/36, Old Kesbawa Road, ",VAT No.,,100931117-700,,,,,,,,,A,0.00,0.00,0,,1,
8000000C-1617705668,Travel Center UK,Travel Center UK,,,,,,,"Travel Center UK, 3rd Floor, #345, ",Colombo 03,,,,,,,,,,,A,0.00,0.00,0,,1,
8000000B-1617705668,Triline Solutions (Pvt) Ltd,Triline Solutions (Pvt) Ltd,Triline Solutions (Pvt) Ltd,,,,,,"Triline Solutions (Pvt) Ltd, No.214/7B, Pannipitiya Road",Thalawathugoda.,,,,,,,,,,,AD,165000.00,165000.00,0,,1,
80000263-1699440093,Tritech Engineers (Pvt) Ltd,Tritech Engineers (Pvt) Ltd,,,,,,,"Tritech Engineers (Pvt) Ltd, No 87, Sawsiri Road, ",VAT No.114229520-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
800002DA-1739870633,TWINTECH HOLDINGS PVT LTD,TWINTECH HOLDINGS PVT LTD,,,,,,,"TWINTECH HOLDINGS PVT LTD, No.259, Peradeniya Rd, ",VAT No.,,103502748-700,,,,,,,,,AR,0.00,0.00,0,,1,
8000000A-1617705668,TYAX (PVT) LTD,TYAX (PVT) LTD,,,,,,,"TYAX (PVT) LTD, No 22/8/6, No 22, ",VAT No.174941432 -,,7000,,,,,,,,,AD,0.00,0.00,0,,1,
8000027C-1709636509,U N Lanka,U N Lanka,,,,,,,"U N Lanka, #177, ",Maharagama.,,,,,,,,,,,AR,0.00,0.00,0,,1,
8000017E-1627624699,UGA Escapes Management (Pvt) Ltd,UGA Escapes Management (Pvt) Ltd,UGA Escapes Management (Pvt) Ltd,,,,,,"UGA Escapes Management (Pvt) Ltd, No 49/16 Iceland Building",Colombo 03,,,,,,,,,,,AD,0.00,0.00,0,,1,
8000022B-1674188085,UI Technologies (Pvt) Ltd,UI Technologies (Pvt) Ltd,UI Technologies (Pvt) Ltd,,,,,,"UI Technologies (Pvt) Ltd, 81/8, ",Dehiwala.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000323-1765954125,UNISYS ENGINEERING,UNISYS ENGINEERING,,,,,,,"UNISYS ENGINEERING, 233/P, Daluggala Mw, Temple Road",,Daluggala Mw,,,,,,,,,,AD,0.00,0.00,0,,1,
80000009-1617705668,United Nations Development Programme,United Nations Development Programme,United Nations Development Programme,,gfernando@unfpa.org,9411 2580840,,,"United Nations Development Programme, C/O United Nations Population Fund",Bauddhaloka Mawatha,,202-204,Sri Lanka,,,,,,,,AD,0.00,0.00,0,,1,
8000026B-1702461982,Unity Systems Solutions,Unity Systems Solutions,,,,,,,"TIN No. 108124245, Unity Systems Solutions","No.201, Ground Floor, Unity Pla",Ground Floor,,,,,,,,,Cheque,AD,171100.00,171100.00,0,,1,
80000305-1755768764,Univell Enterprise Solutions (Pvt) Ltd,Univell Enterprise Solutions (Pvt) Ltd,Univell Enterprise Solutions (Pvt) Ltd,,,,,,"Univell Enterprise Solutions (Pvt) Ltd, No.341/1, Nawala Road, ",VAT No.102484649-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000224-1671163371,US Computer Technologies,US Computer Technologies,US Computer Technologies,,,,,,"US Computer Technologies, No.05",Mattegoda.,,,,,,,,,,,AD,0.00,0.00,0,,1,
80000252-1691131140,V S ONE (Pvt) Ltd,V S ONE (Pvt) Ltd,,,,,,,"V S ONE( Pvt) Ltd, No . 07 Suleiman Terrac,",Colombo 05,,,,,,,,,,,A,0.00,0.00,0,,1,
80000008-1617705668,Vixva IT Solutions,Vixva IT Solutions,,,,,,,Vixva IT Solutions,,,,,,,,,,,,A,0.00,0.00,0,,1,
800002B2-1727263023,VMIT SOLUTION (PVT) LTD,VMIT SOLUTION (PVT) LTD,,,,,,,"VMIT SOLUTION (PVT) LTD, No.10A, Kumaragewatta Road, ",VAT No.,,102547268-700,,,,,,,,,A,0.00,0.00,0,,1,
80000007-1617705668,VS Information Systems (Pvt) Ltd,VS Information Systems (Pvt) Ltd,,,zakir@activelk.com,,,,"VS Information Systems (Pvt) Ltd, No.07",VAT No. 114668095 -,,7000,,,,,,,,,A,0.00,0.00,0,,1,
800002E9-1745555568,We Effect Country Office,We Effect Country Office,,,,,,,"We Effect Country Office, 264/3, Dewala Road, ",Battaramulla.,,,,,,,,,,,A,0.00,0.00,0,,1,
8000029B-1719288158,Winfield Associates (Pvt) Ltd,Winfield Associates (Pvt) Ltd,,,,,,,"Winfield Associates (Pvt) Ltd, No. 118D, Aberathna Mawatha, ",VAT No.114309184 -7000,,,,,,,,,,,AR,0.00,0.00,0,,1,
80000006-1617705668,WinSoft Technologies (Pvt)Ltd,WinSoft Technologies (Pvt)Ltd,WinSoft Technologies (Pvt)Ltd,,,,,,"WinSoft Technologies (Pvt) Ltd, No 313, First Floor, ",VAT No 114457450 -,,7000,,,,,,,,,AS,88500.00,88500.00,0,,1,
8000023E-1683538628,Wiscom Information Technology (Pvt) Ltd,Wiscom Information Technology (Pvt) Ltd,,,,,,,"Wiscom Information Technology (Pvt) Ltd, #51/25 First Floor, ",Colombo - 04,,,,,,,,,,Cheque,SM,12500.00,12500.00,0,,1,
800001BD-1640139514,World Health Organization,World Health Organization,World Health Organization,,sesrllpostaff@who.int,0112379191,,,"World Health Organization, No.05,",,Anderson Road,,Sri Lanka,,,,,,,,AS,0.00,0.00,0,,1,
80000005-1617705667,X Press Solutions (Mr. Irfan),X Press Solutions (Mr. Irfan),X Press Solutions,,,,,,"X Press Solutions, No 288, Grandpass Road, ",VAT No.933982181-7000,,,,,,,,,,,AS,0.00,0.00,0,,1,
80000004-1617705667,ZEOS SOLUTIONS,ZEOS SOLUTIONS,ZEOS SOLUTIONS,,dilshan@zspl.net,,,,"ZEOS SOLUTIONS, COLOMBO 5",,,,,,,,,,,,AS,185950.00,185950.00,0,,1,
800001D3-1643611333,ZERENDIB MOTORS ENTERPRISE,ZERENDIB MOTORS ENTERPRISE,,,,,,,"Zerendib Motor Enterprise (Pvt) Ltd, 60B, Sri Sangaraja Mawatha,",,Sri,,,,,,,,,,AS,0.00,0.00,0,,1,
80000287-1714021322,`,`,,,,,,,`,,,,,,,,,,,,,0.00,0.00,0,,1,
